repo,month,PullRequestEvent,IssueCommentEvent,PullRequestReviewCommentEvent,PullRequestReviewEvent,IssuesEvent,ForkEvent,total
hyperledger-cacti/cacti,2025-02,0,3,0,0,0,1,4
hyperledger-cacti/cacti,2025-03,2,3,1,1,4,0,11
hyperledger-cacti/cacti,2025-05,1,0,0,0,0,0,1
hyperledger-cacti/cacti,2025-06,1,0,0,0,0,0,1
hyperledger-cacti/cacti,2025-09,2,0,0,0,0,0,2
hyperledger-cacti/cacti,2025-10,2,0,0,0,0,0,2
hyperledger-cacti/cacti,2025-11,1,1,2,2,0,0,6
hyperledger-cacti/cacti,2026-04,0,1,3,2,0,0,6
